bgrid,bgrname,bgrseverity,bgrassignedto,bgrreportedby,bgrreportedon,bgrstatus,bgrenvironment,bgrdesc
bgrid1031,Incorrect assumptions of a particular platform,low,Caleb2,Caleb2,9/8/2015,fixed,Prod,"These bugs may be difficult to detect or anticipate, since they may not occur during every execution of a program."
bgrid1032,Incorrect assumptions of a particular platform,medium,Caleb43,Caleb1,9/8/2015,not started,Prod,"Or when converting an abstract design into code, the coder might inadvertently create an off-by-one error and fail to sort the last word in the list. Errors may be as simple as a typing error: a ""<"" where a "">"" was intended."
bgrid1033,infinite recursionIncorrect protocol implementation,medium,Caleb1,Caleb1,6/4/2016,fixed,Prod,"Or when converting an abstract design into code, the coder might inadvertently create an off-by-one error and fail to sort the last word in the list. Errors may be as simple as a typing error: a ""<"" where a "">"" was intended."
bgrid1034,Incorrect hardware handling,high,Caleb2,Caleb2,4/5/2016,in progress,Prod,"These bugs may be difficult to detect or anticipate, since they may not occur during every execution of a program."
bgrid1035,Unpropagated updates,low,Caleb49,Caleb1,10/8/2015,in progress,Prod,"These bugs may be difficult to detect or anticipate, since they may not occur during every execution of a program."
bgrid1036,infinite recursionIncorrect protocol implementation,high,Caleb31,Caleb2,11/7/2015,in progress,Prod,"Or when converting an abstract design into code, the coder might inadvertently create an off-by-one error and fail to sort the last word in the list. Errors may be as simple as a typing error: a ""<"" where a "">"" was intended."
bgrid1037,infinite recursionIncorrect protocol implementation,medium,Caleb1,Caleb2,1/6/2016,fixed,UTE,Another category of bug is called a race condition that may occur when programs have multiple components executing at the same time.
bgrid1038,Arithmetic overflow,high,Caleb1,Caleb2,12/7/2015,fixed,Prod,"For example, a relatively simple program to alphabetize a list of words, the design might fail to consider what should happen when a word contains a hyphen. "
bgrid1039,Incorrect hardware handling,low,Caleb2,Caleb2,11/7/2015,in progress,Prod,"In software development projects, a ""mistake"" or ""fault"" may be introduced at any stage. Bugs arise from oversights or misunderstandings made by a software team during specification, design, coding, data entry or documentation."
bgrid1040,Incorrect hardware handling,high,Caleb38,Caleb2,9/8/2015,in progress,Prod,"These bugs may be difficult to detect or anticipate, since they may not occur during every execution of a program."
bgrid1041,Division by zero.,medium,Caleb2,Caleb2,5/5/2016,fixed,Prod,Another category of bug is called a race condition that may occur when programs have multiple components executing at the same time.
bgrid1042,Infinite loops ,medium,Caleb1,Caleb1,1/6/2016,fixed,Prod,"In software development projects, a ""mistake"" or ""fault"" may be introduced at any stage. Bugs arise from oversights or misunderstandings made by a software team during specification, design, coding, data entry or documentation."
bgrid1043,Differences between documentation and product,high,Caleb1,Caleb1,12/7/2015,fixed,Prod,"Or when converting an abstract design into code, the coder might inadvertently create an off-by-one error and fail to sort the last word in the list. Errors may be as simple as a typing error: a ""<"" where a "">"" was intended."
bgrid1044,Infinite loops ,high,Caleb21,Caleb2,11/7/2015,fixed,UTE,"In software development projects, a ""mistake"" or ""fault"" may be introduced at any stage. Bugs arise from oversights or misunderstandings made by a software team during specification, design, coding, data entry or documentation."
bgrid1045,Incorrect assumptions of a particular platform,medium,Caleb10,Caleb2,2/5/2016,in progress,Prod,"Or when converting an abstract design into code, the coder might inadvertently create an off-by-one error and fail to sort the last word in the list. Errors may be as simple as a typing error: a ""<"" where a "">"" was intended."
bgrid1046,Incompatible systems,high,Caleb50,Caleb1,4/5/2016,in progress,Prod,"These bugs may be difficult to detect or anticipate, since they may not occur during every execution of a program."
bgrid1047,Unpropagated updates,low,Caleb14,Caleb1,3/6/2016,in progress,Act,"For example, a relatively simple program to alphabetize a list of words, the design might fail to consider what should happen when a word contains a hyphen. "
bgrid1048,Division by zero.,low,Caleb2,Caleb1,4/5/2016,fixed,Act,"In software development projects, a ""mistake"" or ""fault"" may be introduced at any stage. Bugs arise from oversights or misunderstandings made by a software team during specification, design, coding, data entry or documentation."
bgrid1049,Incorrect assumptions of a particular platform,high,Caleb46,Caleb1,2/5/2016,fixed,Prod,"Or when converting an abstract design into code, the coder might inadvertently create an off-by-one error and fail to sort the last word in the list. Errors may be as simple as a typing error: a ""<"" where a "">"" was intended."
bgrid1050,Incompatible systems,high,Caleb1,Caleb47,4/5/2016,fixed,Prod,"In software development projects, a ""mistake"" or ""fault"" may be introduced at any stage. Bugs arise from oversights or misunderstandings made by a software team during specification, design, coding, data entry or documentation."
bgrid1051,Incompatible systems,medium,Caleb2,Caleb44,1/6/2016,not started,Prod,"These bugs may be difficult to detect or anticipate, since they may not occur during every execution of a program."
bgrid1052,Infinite loops ,medium,Caleb2,Caleb9,6/4/2016,in progress,Prod,"These bugs may be difficult to detect or anticipate, since they may not occur during every execution of a program."
bgrid1053,Incompatible systems,low,Caleb2,Caleb1,11/7/2015,fixed,Prod,"In software development projects, a ""mistake"" or ""fault"" may be introduced at any stage. Bugs arise from oversights or misunderstandings made by a software team during specification, design, coding, data entry or documentation."
bgrid1054,Arithmetic overflow,medium,Caleb1,Caleb1,10/8/2015,fixed,Prod,"For example, a relatively simple program to alphabetize a list of words, the design might fail to consider what should happen when a word contains a hyphen. "
bgrid1055,Incompatible systems,low,Caleb1,Caleb2,12/7/2015,fixed,Sbx,Another category of bug is called a race condition that may occur when programs have multiple components executing at the same time.
bgrid1056,Infinite loops ,high,Caleb25,Caleb4,2/5/2016,fixed,Sbx,"These bugs may be difficult to detect or anticipate, since they may not occur during every execution of a program."
bgrid1057,Incompatible systems,low,Caleb1,Caleb2,1/6/2016,not started,Test,"These bugs may be difficult to detect or anticipate, since they may not occur during every execution of a program."
bgrid1058,Unpropagated updates,medium,Caleb39,Caleb1,4/5/2016,in progress,Prod,"Or when converting an abstract design into code, the coder might inadvertently create an off-by-one error and fail to sort the last word in the list. Errors may be as simple as a typing error: a ""<"" where a "">"" was intended."
bgrid1059,Incompatible systems,medium,Caleb45,Caleb1,2/5/2016,fixed,Prod,"For example, a relatively simple program to alphabetize a list of words, the design might fail to consider what should happen when a word contains a hyphen. "
bgrid1060,Arithmetic overflow,high,Caleb2,Caleb2,3/6/2016,fixed,Test,"In software development projects, a ""mistake"" or ""fault"" may be introduced at any stage. Bugs arise from oversights or misunderstandings made by a software team during specification, design, coding, data entry or documentation."
bgrid1061,Incorrect assumptions of a particular platform,low,Caleb1,Caleb2,2/5/2016,fixed,Prod,"For example, a relatively simple program to alphabetize a list of words, the design might fail to consider what should happen when a word contains a hyphen. "
bgrid1062,Incorrect hardware handling,high,Caleb10,Caleb1,3/6/2016,in progress,Prod,"For example, a relatively simple program to alphabetize a list of words, the design might fail to consider what should happen when a word contains a hyphen. "
bgrid1063,Infinite loops ,low,Caleb1,Caleb2,1/6/2016,fixed,Prod,"These bugs may be difficult to detect or anticipate, since they may not occur during every execution of a program."
bgrid1064,Incorrect assumptions of a particular platform,low,Caleb2,Caleb1,5/5/2016,not started,Prod,"In software development projects, a ""mistake"" or ""fault"" may be introduced at any stage. Bugs arise from oversights or misunderstandings made by a software team during specification, design, coding, data entry or documentation."
